vw,up,us,lt,aero_force,v_app,kite_vel,aoa,set_elevation,final_elevation,azimuth,g_earth
9.0,0.18,0.0,268.0,1045.682373046875,8.612841606140137,0.826493501663208,12.515868186950684,30.0,78.66328430175781,0.7612928152084351,0.0
9.0,0.18,0.0,268.0,1042.578125,8.62021255493164,1.026928424835205,11.696061134338379,40.0,79.43531036376953,-2.906545877456665,0.0
9.0,0.18,0.0,268.0,1157.4910888671875,8.69833755493164,0.8749281167984009,11.795801162719727,50.0,80.12879180908203,6.988716125488281,0.0
9.0,0.18,0.0,268.0,1143.1549072265625,8.690925598144531,0.6465691924095154,11.420459747314453,60.0,80.40013122558594,-8.25264835357666,0.0
9.0,0.18,0.0,268.0,1400.9656982421875,8.638888359069824,0.9792847633361816,13.468729972839355,70.0,79.007568359375,-4.023043155670166,0.0
9.0,0.18,0.0,268.0,1279.3643798828125,8.634068489074707,0.8707557320594788,10.874483108520508,80.0,82.43235778808594,1.597143292427063,0.0
